all print will write to path record/postgresql/cross/JOB_TPCH/TCNN/pair_wo_weighted
==================================================
Model: <class 'src.models.TCNN.TCNN'>
NUM_HINT_SET: 49
app: pair
batch_size: 128
candidate_list: 30
data_root_path: ./db_benchmark_datasets
dataset: join-order-benchmark
dbms: postgresql
epochs: 50
execute_sql: 0
expname: main_adhoc
grain: adhoc
lr: 0.001
meta_save_path: record/postgresql/join-order-benchmark/execute_sql
model: TCNN
npseed: 42
pairwise: False
parameter: 
pre_execute_all: 0
sample_num: 1000
sampling: -1
save_path: record/postgresql/cross/JOB_TPCH/TCNN/pair_wo_weighted
seed: 42
shuffle_num: 1
slow: 0
split_ratio: 0.1
src: JOB
tgt: TPCH
tolerance: 10
train: 1
weighted: False

Loaded number of JOB queries: 113
(113, 49)
(113, 49)
21a.sql
test templates:  ['16', '10', '30', '17', '9', '5', '13']
test queries:  ['10b.sql' '10c.sql' '10a.sql' '13c.sql' '13d.sql' '13b.sql' '13a.sql'
 '16a.sql' '16b.sql' '16c.sql' '16d.sql' '17b.sql' '17f.sql' '17d.sql'
 '17c.sql' '17a.sql' '17e.sql' '30a.sql' '30b.sql' '30c.sql' '5b.sql'
 '5c.sql' '5a.sql' '9c.sql' '9d.sql' '9a.sql' '9b.sql']
test query:  ['10b.sql' '10c.sql' '10a.sql' '13c.sql' '13d.sql' '13b.sql' '13a.sql'
 '16a.sql' '16b.sql' '16c.sql' '16d.sql' '17b.sql' '17f.sql' '17d.sql'
 '17c.sql' '17a.sql' '17e.sql' '30a.sql' '30b.sql' '30c.sql' '5b.sql'
 '5c.sql' '5a.sql' '9c.sql' '9d.sql' '9a.sql' '9b.sql']
load JOB succ
load TPCH...
TPCH test template [5, 20, 4, 15]
load TPCH succ
load TPCH_Skew...
TPCH test template [3, 1, 4, 8]
load TPCH Skew succ
train, test, validation (78, 49) (40, 49) (8, 49)
(78, 49, 3)
(78, 49)
construct training samples cost 0:00:00.968913, and there are 13646 training samples
in channel 9
Epoch 0/50 |loss: 0.426515| train set 2.287x speedup, test set 4.730x speedup, val set 0.782x speedup, step: 1, train time 20.04 s
Epoch 1/50 |loss: 0.346244| train set 2.434x speedup, test set 4.730x speedup, val set 0.727x speedup, step: 2, train time 18.31 s
Epoch 2/50 |loss: 0.317800| train set 2.310x speedup, test set 5.035x speedup, val set 0.907x speedup, step: 3, train time 17.31 s
Epoch 3/50 |loss: 0.295274| train set 2.653x speedup, test set 5.981x speedup, val set 0.900x speedup, step: 4, train time 17.51 s
Epoch 4/50 |loss: 0.277086| train set 2.988x speedup, test set 5.981x speedup, val set 1.863x speedup, step: 1, train time 17.28 s
Epoch 5/50 |loss: 0.255628| train set 2.773x speedup, test set 4.940x speedup, val set 0.910x speedup, step: 2, train time 17.29 s
Epoch 6/50 |loss: 0.242238| train set 2.674x speedup, test set 4.940x speedup, val set 0.910x speedup, step: 3, train time 17.22 s
Epoch 7/50 |loss: 0.238324| train set 3.042x speedup, test set 1.311x speedup, val set 1.711x speedup, step: 4, train time 17.13 s
Epoch 8/50 |loss: 0.228360| train set 3.255x speedup, test set 5.035x speedup, val set 1.041x speedup, step: 5, train time 17.00 s
Epoch 9/50 |loss: 0.225417| train set 3.098x speedup, test set 4.940x speedup, val set 0.901x speedup, step: 6, train time 16.92 s
Epoch 10/50 |loss: 0.211382| train set 2.832x speedup, test set 4.940x speedup, val set 1.008x speedup, step: 7, train time 17.00 s
Epoch 11/50 |loss: 0.207258| train set 3.258x speedup, test set 4.940x speedup, val set 1.001x speedup, step: 8, train time 16.93 s
Epoch 12/50 |loss: 0.201973| train set 2.845x speedup, test set 4.940x speedup, val set 0.901x speedup, step: 9, train time 16.93 s
Epoch 13/50 |loss: 0.198499| train set 3.004x speedup, test set 5.080x speedup, val set 0.727x speedup, step: 10, train time 16.97 s
Epoch 14/50 |loss: 0.192244| train set 3.205x speedup, test set 5.080x speedup, val set 1.032x speedup, step: 11, train time 16.91 s
Epoch 15/50 |loss: 0.188918| train set 3.136x speedup, test set 5.110x speedup, val set 1.005x speedup, step: 12, train time 16.99 s
Epoch 16/50 |loss: 0.179435| train set 3.152x speedup, test set 5.110x speedup, val set 1.001x speedup, step: 13, train time 17.02 s
