all print will write to path record/postgresql/TPCH/TCNN/pair_wo_weighted
==================================================
Model: <class 'src.models.TCNN.TCNN'>
NUM_HINT_SET: 49
app: pair
batch_size: 128
candidate_list: 30
data_root_path: ./db_benchmark_datasets
dataset: TPCH
dbms: postgresql
epochs: 50
execute_sql: 0
expname: main_repeat
grain: repeat
lr: 0.001
meta_save_path: record/postgresql/TPCH/execute_sql
model: TCNN
npseed: 42
pairwise: False
parameter: 
pre_execute_all: 0
sample_num: 1000
sampling: -1
save_path: record/postgresql/TPCH/TCNN/pair_wo_weighted
seed: 42
shuffle_num: 1
slow: 0
split_ratio: 0.1
src: JOB
tgt: TPCH
tolerance: 10
train: 1
weighted: False

load TPCH...
[2, 3, 4, 6, 7, 9] [1, 0] [8 5]
[0, 1, 2, 5, 7, 9] [4, 3] [6 8]
[0, 1, 5, 6, 7, 8] [3, 2] [4 9]
[0, 2, 3, 4, 6, 7, 9] [1, 8] [5 5]
[0, 3, 4, 5, 7, 9] [1, 6] [8 2]
[1, 2, 4, 5, 6, 8] [0, 9] [3 7]
[0, 2, 5, 6, 7, 8, 9] [1, 3] [4 4]
[0, 1, 2, 4, 6, 7] [3, 8] [9 5]
[1, 2, 3, 5, 6, 7] [9, 0] [4 8]
[0, 1, 4, 5, 6, 7] [8, 3] [9 2]
[0, 1, 2, 3, 7, 9] [8, 6] [5 4]
[0, 2, 4, 5, 6, 8] [3, 7] [1 9]
[0, 1, 2, 5, 7, 8] [9, 4] [3 6]
[1, 4, 5, 6, 8, 9] [0, 2] [7 3]
[0, 1, 2, 4, 7, 8] [6, 5] [9 3]
[1, 3, 5, 7, 8, 9] [4, 2] [6 0]
[0, 2, 6, 7, 8, 9] [3, 5] [4 1]
[0, 2, 3, 4, 7, 8] [1, 9] [6 5]
[2, 3, 5, 7, 8, 9] [6, 1] [4 0]
[1, 3, 4, 6, 7, 8] [5, 9] [0 2]
load TPCH succ
train, test, validation (122, 49) (40, 49) (40, 49)
(122, 49)
(122, 49)
construct training samples cost 0:00:00.521015, and there are 11964 training samples
in channel 9
Epoch 0/50 |loss: 0.405166| train set 3.719x speedup, test set 3.647x speedup, val set 3.676x speedup, step: 1, train time 10.16 s
Epoch 1/50 |loss: 0.241225| train set 5.320x speedup, test set 5.186x speedup, val set 5.472x speedup, step: 2, train time 10.01 s
Epoch 2/50 |loss: 0.207356| train set 5.352x speedup, test set 5.223x speedup, val set 5.539x speedup, step: 3, train time 9.48 s
Epoch 3/50 |loss: 0.188397| train set 5.138x speedup, test set 5.068x speedup, val set 5.275x speedup, step: 4, train time 9.20 s
Epoch 4/50 |loss: 0.174653| train set 5.007x speedup, test set 4.890x speedup, val set 5.032x speedup, step: 1, train time 9.96 s
Epoch 5/50 |loss: 0.167195| train set 5.248x speedup, test set 5.104x speedup, val set 5.509x speedup, step: 2, train time 9.31 s
Epoch 6/50 |loss: 0.163977| train set 5.352x speedup, test set 5.225x speedup, val set 5.538x speedup, step: 3, train time 9.31 s
Epoch 7/50 |loss: 0.158982| train set 5.389x speedup, test set 5.256x speedup, val set 5.547x speedup, step: 4, train time 9.79 s
Epoch 8/50 |loss: 0.152330| train set 5.316x speedup, test set 5.190x speedup, val set 5.467x speedup, step: 5, train time 9.32 s
Epoch 9/50 |loss: 0.150544| train set 5.389x speedup, test set 5.258x speedup, val set 5.548x speedup, step: 1, train time 9.10 s
Epoch 10/50 |loss: 0.151959| train set 5.389x speedup, test set 5.256x speedup, val set 5.547x speedup, step: 2, train time 7.41 s
Epoch 11/50 |loss: 0.148028| train set 5.389x speedup, test set 5.256x speedup, val set 5.547x speedup, step: 3, train time 8.02 s
Epoch 12/50 |loss: 0.141628| train set 5.389x speedup, test set 5.258x speedup, val set 5.548x speedup, step: 4, train time 9.23 s
Epoch 13/50 |loss: 0.141563| train set 5.284x speedup, test set 5.157x speedup, val set 5.460x speedup, step: 5, train time 8.82 s
Epoch 14/50 |loss: 0.145147| train set 5.389x speedup, test set 5.256x speedup, val set 5.547x speedup, step: 6, train time 9.50 s
Epoch 15/50 |loss: 0.139583| train set 5.389x speedup, test set 5.258x speedup, val set 5.548x speedup, step: 7, train time 9.49 s
Epoch 16/50 |loss: 0.134656| train set 5.389x speedup, test set 5.256x speedup, val set 5.547x speedup, step: 8, train time 9.47 s
